baths,beds,city,area,lotSize,price,sqFt,stories,yearBuilt,zipcode
3,4,Southaven,Lakes Of Nicholas,,289900,2800,2,2006,38672
3,4,Southaven,Cherry Tree Park,10454,348500,3380,2,2007,38672
3,4,Southaven,Lakes Of Nicholas,37461,299900,2969,1,2004,38672
3.5,4,Southaven,Lakes Of Nicholas,23086,265000,2705,2,2005,38672
3.5,5,Southaven,Cherry Tree Park,,449900,4066,2,2006,38672
2,3,Southaven,Cherry Tree Park,,315000,2201,2,2014,38672
3,5,Southaven,Cherry Tree Park,34848,360000,3872,2,2009,38672
2,4,Southaven,Cherry Tree Park South,,214900,1898,1,2007,38672
3,5,Southaven,Cherry Tree Park,10454,314900,3000,2,2007,38672
2,3,Southaven,Other Mississippi Counties,,290750,,1,2007,38672-0000
2,3,Southaven,Cherry Tree Park,13068,253500,2149,1,2007,38672
2,4,Southaven,Cherry Tree Park,13939,250000,2164,2,2005,38672
2,4,Southaven,Cherry Tree Park,11325,249900,2372,,2006,38672
2.5,4,Southaven,Cherry Tree Park,10890,279000,2151,2,2017,38672
2,3,Southaven,Cherry Tree Park,8276,212000,1704,2,2012,38672
2,4,Southaven,Lakes Of Nicholas,9583,249900,2051,2,2010,38672
3.5,5,Southaven,Cherry Tree Park,18730,320500,2916,2,2006,38672
2.5,4,Southaven,Lakes Of Nicholas,20908,299900,3334,2,2006,38672
2.5,4,Nesbit,Newberry,,285000,2406,2,2015,38651
3,4,Nesbit,Legends,,324900,2912,2,2005,38651
4.5,5,Nesbit,Grove Meadows,,465000,4063,2,2004,38651
3,4,Southaven,Cherry Tree Park,,279900,3308,2,2006,38672
2,4,Southaven,Cherry Tree Park,,249900,2228,2,2007,38672
2,4,Southaven,Cherry Tree Park,,249900,2073,,2018,38672
2,4,Nesbit,Shetland Garden,33541,264900,2169,1,2015,38651
2,3,Southaven,Shetland Garden,22215,245000,2100,1,2015,38672
3,4,Nesbit,Newberry,20037,319900,2371,2,2012,38651
2,3,Southaven,Cherry Tree Park,,235000,1924,2,2015,38671
3,4,Southaven,Lakes Of Nicholas,,324900,2995,2,2017,38672
2,4,Southaven,Cherry Tree South,11761,225000,1979,,2017,38672
2,4,Southaven,Cherry Tree Park South,,239900,2168,1,2019,38672
3,4,Southaven,Cherry Tree Park South,10890,299900,2010,2,2018,38672
2,4,Southaven,Cherry Tree Park South,13068,245000,1979,2,2018,38672
2,4,Southaven,Enclaves At Lake Of Nicholas,,280900,2268,,2019,38672
3,4,Southaven,Cherry Tree Park South,13068,283500,2287,1,2019,38672
2,4,Southaven,Cherry Tree Park South,13068,210900,1930,1,2019,38672
2,4,Southaven,Cherry Tree Park South,13068,205338,1930,1,2020,38672
3,4,Southaven,Cherry Tree Park South,13068,240550,2265,1,2019,38672
3,4,Southaven,Cherry Tree Park South,13068,230900,2265,1,2019,38672
2,4,Southaven,Cherry Tree Park South,14374,233850,2320,1,2020,38672
3,4,Southaven,Cherry Tree,11325,255900,2248,,2019,38672
3,4,Southaven,Cherry Tree,14633,268900,2404,2,2020,38672
3,5,Southaven,Cherry Tree,11325,272900,2447,,2019,38672
2,4,Southaven,Cherry Tree,12196,245900,2185,,2019,38672
2,4,Southaven,Cherry Tree,13503,244900,2166,,2019,38672
3,5,Southaven,Cherry Tree,11325,272900,2447,,2019,38672
3,4,Southaven,Cherry Tree,12196,252900,2269,,2019,38672
3,4,Southaven,Cherry Tree,10454,282900,2548,,2019,38672
3,4,Southaven,Cherry Tree,11325,255900,2248,,2019,38672
2.5,4,Southaven,Cherry Tree Park South,7840,216900,1804,2,2019,38672
2,4,Southaven,Cherry Tree Park South,7840,232000,1884,,2019,38672
3,4,Southaven,Cherry Tree,11761,242900,1968,2,2019,38672
2,3,Southaven,Cherry Tree Park South,8276,213900,1822,,2019,38672
2,3,Southaven,Cherry Tree Park,,282000,1968,2,2018,38672
2,3,Southaven,Cherry Tree Park,10018,274900,2119,2,2018,38672
2,3,Southaven,Cherry Tree Park,,210900,1887,,2019,38672
2,2,Southaven,Southaven,,219000,1930,1,2008,38672
3,5,Nesbit,Williams Ridge,,335900,2705,2,2020,38651
3,4,Southaven,Lakes Of Nicholas,26136,339900,2575,2,2020,38672
3,4,Southaven,Cherry Tree Park South,11761,268700,2265,1,2021,38672
2,4,Southaven,Cherry Tree Park South,10454,262200,2169,1,2021,38672
2,4,Southaven,Cherry Tree Park South,13503,241044,2169,1,2020,38672
3,4,Southaven,Cherry Tree Park South,11761,278300,2265,1,2021,38672
2,4,Southaven,Cherry Tree Park South,9147,237000,1930,1,2020,38672
2,3,Southaven,Cherry Tree Park South,8276,235900,2011,2,2019,38672
2,4,Southaven,Cherry Tree Park South,8276,206825,1665,,2020,38672
2,4,Southaven,Cherry Tree Park South,8712,231020,1820,1,2021,38672
2,4,Southaven,Cherry Tree Park South,10890,239716,1665,1,2021,38672
2,3,Southaven,Cherry Tree Park South,8276,240080,1717,,2021,38672
2,4,Southaven,Cherry Tree Park South,7840,230628,1665,1,2021,38672
2,3,Southaven,Cherry Tree Park,,214900,1903,,2020,38672
2,3,Southaven,Cherry Tree Park,,212900,1888,,2020,38672
2,3,Southaven,Cherry Tree Park,,215900,1918,,2020,38672
2,3,Southaven,Cherry Tree Park,,214900,1903,,2019,38672
2,3,Southaven,Cherry Tree Park,,219900,1968,,2019,38672
2,3,Southaven,Cherry Tree Park,,212900,1890,,2019,38672
2,4,Southaven,Cherry Tree,8276,248900,2166,,2020,38672
3,5,Southaven,Cherry Tree,9147,276900,2447,,2020,38672
2,4,Southaven,Cherry Tree,11325,262900,2237,,2020,38672
3,4,Southaven,Cherry Tree,9147,289900,2541,,2020,38672
3,5,Southaven,Cherry Tree,9147,284900,2447,,2020,38672
2,4,Southaven,Cherry Tree,10454,244900,2002,,2020,38672
2,4,Southaven,Cherry Tree,12196,244900,2023,,2020,38672
2,4,Southaven,Cherry Tree,,243900,2002,,2020,38672
3,5,Southaven,Cherry Tree,11325,276900,2447,,2020,38672
2,4,Southaven,Cherry Tree,,248900,2168,,2020,38672
2,4,Southaven,Cherry Tree,11761,259900,2179,,2020,38672
3,4,Southaven,Cherry Tree,10018,272900,2248,,2020,38672
2.5,4,Southaven,Cherry Tree,9147,315900,2449,2,2020,38672
3,5,Southaven,Cherry Tree,10018,315900,2447,,2020,38672
2,4,Southaven,Cherry Tree,9147,292900,2166,,2021,38672
2,4,Southaven,Cherry Tree,9147,298900,2179,,2021,38672
2,4,Southaven,Cherry Tree,9147,249900,2068,,2020,38672
3,4,Southaven,Cherry Tree Park,10890,299900,2248,2,2020,38672
3,4,Southaven,Cherry Tree,10018,315900,2403,,2021,38672
3,4,Southaven,Cherry Tree,10454,335900,2541,,2021,38672
2.5,4,Southaven,Cherry Tree,15681,332900,2449,2,2021,38672
2,4,Southaven,Cherry Tree Park South,8276,227900,1822,,2019,38672
2.5,3,Southaven,Cherry Tree Park South,9583,234900,1873,2,2019,38672
2,3,Southaven,Cherry Tree Park South,7405,227900,1822,2,2019,38672
2,3,Southaven,Cherry Tree Park South,8276,234900,1935,,2020,38672
2,4,Southaven,Cherry Tree Park South,,241900,1979,2,2020,38672
2,3,Southaven,Cherry Tree Park South,9147,244000,1871,,2020,38672
3,3,Southaven,Cherry Tree Park South,7405,230900,1926,2,2019,38672
3,3,Southaven,Cherry Tree South,8276,244900,1954,2,2020,38672
2,3,Southaven,Cherry Tree Park South,7840,243900,1949,,2019,38672
2,3,Southaven,Cherry Tree Park South,8276,227900,1822,2,2020,38672
3,4,Southaven,Cherry Tree Park South,,252500,1926,2,2020,38672
2,3,Southaven,Cherry Tree Park South,11325,241900,1979,2,2020,38672
2.5,3,Southaven,Cherry Tree Park South,9147,228900,1873,2,2019,38672
2,3,Southaven,Cherry Tree Park South,13068,247200,2010,1,2021,38672
3,3,Southaven,Cherry Tree Park South,7405,240900,1926,2,2019,38672
3,3,Southaven,Cherry Tree Park South,,240900,1926,2,2020,38672
3,3,Southaven,Cherry Tree Park South,10018,244900,1954,2,2020,38672
2,3,Southaven,Cherry Tree Park South,9147,235900,1882,,2020,38672
2,3,Southaven,Cherry Tree Park South,,235900,1871,2,2020,38672
2,3,Southaven,Cherry Tree Park South,8276,227900,1822,2,2020,38672
2,3,Southaven,Cherry Tree Park South,10890,239900,1871,2,2020,38672
2,3,Southaven,Cherry Tree Park South,10018,257900,1935,,2020,38672
2,4,Southaven,Cherry Tree Park South,,263900,1979,2,2020,38672
2,3,Southaven,Cherry Tree Park South,7840,259900,1949,,2019,38672
3,3,Southaven,Cherry Tree Park South,7405,240900,1926,2,2020,38672
2,3,Southaven,Cherry Tree Park South,10018,247900,1979,,2020,38672
2.5,3,Southaven,Cherry Tree Park South,10018,235900,1883,2,2020,38672
2,3,Nesbit,Williams Ridge,,314900,2250,,2020,38651
2,4,Nesbit,Williams Ridge,11761,305900,2100,,2020,38651
3,4,Nesbit,Williams Ridge,,296900,2300,,2020,38651
3,5,Nesbit,Williams Ridge,,359900,2705,2,2021,38651
3,4,Nesbit,Williams Ridge,,325900,2450,,2020,38651
3.5,4,Nesbit,Williams Ridge,,304900,2300,1,2020,38651
2.5,3,Nesbit,Williams Ridge,,284900,2075,,2020,38651
3,3,Nesbit,Williams Ridge,,284900,2075,1,2020,38651
3,4,Nesbit,Williams Ridge,,322900,2307,,2021,38651
3,4,Nesbit,Williams Ridge,,309800,2300,,2020,38651
2,3,Nesbit,Williams Ridge,,289900,2200,,2020,38651
3,4,Nesbit,Williams Ridge,,292000,2075,,2020,38651
2,3,Southaven,Cherry Hill,9147,262000,1551,1,2021,38672
2,4,Southaven,Cherry Tree,20473,320900,2212,2,2021,38672
4.5,3,Southaven,Cherry Tree,19602,312900,2155,2,2022,38672
2,3,Southaven,Cherry Tree,14810,311900,2150,2,2022,38672
2,3,Southaven,Cherry Tree,14810,311900,2150,,2022,38672
2,4,Southaven,Cherry Tree Park South,10890,266100,1820,1,2021,38672
3,4,Southaven,Cherry Tree,20908,315000,2272,2,2022,38672
2,3,Southaven,Cherry Tree,19166,309900,2129,1,2022,38672
3,4,Southaven,Cherry Tree,20037,334900,2306,2,2021,38672
2.5,4,Southaven,Cherry Tree,10890,343900,2449,2,2021,38672
3,5,Southaven,Cherry Tree,8712,343900,2447,,2021,38672
3,4,Southaven,Shetland Garden,,244000,2508,1,2016,38672
3,5,Southaven,Cherry Tree,9147,342900,2574,2,2021,38672
2.5,4,Southaven,Cherry Tree Park South,9583,260000,1873,2,2021,38672
2,4,Southaven,Cherry Tree,16552,319900,2237,,2021,38672
2,3,Southaven,Cherry Tree South,10018,251900,1822,1,2021,38672
2,4,Southaven,Cherry Tree Park South,,266900,1979,2,2020,38672
2.5,3,Southaven,Cherry Tree South,9583,272900,1882,,2021,38672
3,5,Southaven,Cherry Tree,13939,335900,2447,,2021,38672
3,4,Southaven,Cherry Tree,17424,319900,2248,,2021,38672
3,4,Southaven,Cherry Tree Park South,,306900,2272,,2021,38672
3,4,Southaven,Cherry Tree Park South,10018,267000,1926,2,2021,38672
3.5,5,Southaven,Shetland Gardens,20037,345000,2821,2,2014,38672
2.5,4,Southaven,Cherry Tree,15245,338900,2449,2,2021,38672
3,3,Southaven,Cherry Tree Park South,7405,265900,1926,2,2021,38672
2,3,Southaven,Cherry Tree South,10018,251900,1822,1,2021,38672
2,4,Southaven,Cherry Tree Park South,9583,236902,1930,1,2021,38672
3,4,Southaven,Cherry Tree Park South,12196,255700,2265,1,2021,38672
2.5,3,Nesbit,Williams Ridge,,336900,2300,,2021,38651
2,4,Southaven,Cherry Tree Park South,9583,247075,1930,1,2021,38672
3,3,Southaven,Cherry Tree Park South,8276,269900,1954,,2021,38672
3,4,Southaven,Cherry Tree,10890,343900,2541,,2021,38672
2,3,Southaven,Cherry Hill,11325,258900,1871,,2021,38672
3,4,Southaven,Cherry Tree,11761,316900,2248,,2020,38672
3,3,Southaven,S. Cherry Tree Park at Starlanding,9583,259900,1926,2,2021,38672
3,3,Southaven,Cherry Tree Park South,8276,262900,1954,,2020,38672
3,4,Southaven,Cherry Tree,17859,319900,2231,,2021,38672
3,3,Southaven,Cherry Tree,,263900,1954,,2021,38672
2.5,4,Southaven,Cherry Tree Park South,13503,290900,2155,2,2021,38672
2,4,Southaven,Cherry Tree Park South,13503,248626,2169,1,2021,38672
2,3,Southaven,Cherry Tree South,13939,252900,1833,1,2021,38672
3,4,Southaven,Cherry Tree,10018,315900,2231,,2021,38672
2,3,Southaven,Cherry Tree South,10890,250000,1822,1,2021,38672
2,4,Southaven,Cherry Tree,10018,311900,2166,,2021,38672
2,4,Southaven,Cherry Tree Park South,,254900,1882,,2020,38672
2,3,Nesbit,Williams Ridge,10018,345025,2538,2,2020,38651
2,3,Hernando,Cherry Tree Park,10890,244900,1697,2,2021,38632
2,3,Southaven,Cherry Tree South,10018,259900,1882,1,2021,38672
3,4,Southaven,Cherry Tree,9147,340900,2541,,2021,38672
3,3,Southaven,Cherry Tree Park South,11761,259900,1926,2,2021,38672
2.5,3,Southaven,Cherry Tree Park South,,254900,1884,2,2021,38672
3,3,Southaven,Cherry Tree Park South,,259900,1926,2,2020,38672
2,3,Southaven,Cherry Tree Park South,10018,261900,1935,,2021,38672
2,3,Southaven,Cherry Tree,16552,311900,2150,2,2021,38672
2,3,Southaven,Cherry Tree,27878,311900,2150,2,2021,38672
3,3,Southaven,Cherry Tree Park,22215,322900,2225,2,2021,38672
3,4,Nesbit,Lakes Of Nicholas,10890,406000,2356,2,2022,38651
3,4,Southaven,Grayson Creek,,407900,2521,1.5,2022,38671
3,4,Southaven,Grayson Creek,,424900,2657,1.5,2022,38672
2,4,Southaven,Cherry Tree Park South,8712,243336,1820,1,2021,38672
2,4,Southaven,Cherry Tree Park South,9583,296500,1930,1,2022,38672
2,3,Southaven,Cherry Tree,19166,328900,2278,,2022,38672
3,3,Southaven,Cherry Tree,23086,322900,2225,,2021,38672
3,4,Southaven,Cherry Tree,25700,368900,2441,2,2022,38672
2,3,Southaven,Cherry Tree Park,26571,309900,2166,2,2021,38672
2,3,Southaven,Cherry Tree,20037,306900,2113,1,2022,38672
3,3,Nesbit,Williams Ridge,11325,367900,2539,2,2021,38651
3.5,3,Nesbit,Williams Ridge,11325,369900,2520,2,2021,38651
2.5,3,Nesbit,Williams Ridge,20473,385000,2521,2,2021,38651
3,5,Southaven,Cherry Tree,11325,272900,2447,,2019,38672
2,4,Southaven,Cherry Tree,12196,239900,2068,,2019,38672
2,4,Southaven,Cherry Tree,,244900,2119,,2019,38672
2.5,3,Southaven,Cherry Tree Park South,9147,225900,1924,,2019,38672
2,3,Southaven,Cherry Tree Park South,10018,226900,1935,,2019,38672
2,3,Southaven,Cherry Tree Park,,210900,1888,,2019,38672
2,3,Southaven,Cherry Tree Park,,212900,1890,,2019,38672
2,3,Southaven,Cherry Tree Park,,221900,1968,,2019,38672
2,4,Southaven,Cherry Tree,9583,243900,2068,,2020,38672
3,4,Southaven,Cherry Tree,9147,259900,2248,,2020,38672
3,5,Southaven,Cherry Tree,10018,325000,2447,,2020,38672
2.5,4,Southaven,Cherry Tree,9147,315900,2449,2,2021,38672
3,5,Southaven,Cherry Tree,14374,325000,2447,,2021,38672
2,3,Southaven,Cherry Tree Park South,9583,231900,1979,,2020,38672
2,3,Southaven,Cherry Tree South,10018,277900,2011,1,2021,38672
2,3,Southaven,Cherry Tree South,10018,251900,1822,1,2021,38672
3,5,Southaven,Cherry Tree,32670,343900,2447,,2021,38672
2,4,Southaven,Deerchase,7405,312000,2183,2,2005,38672
2,4,Southaven,Deerchase,7840,299900,1969,1.5,2005,38672
2,4,Southaven,Deerchase,7405,279900,1638,1.5,2006,38672
3,5,Southaven,Stonehedge,43995,365000,2640,2,1987,38671
3,4,Southaven,Deerchase,10018,340000,2698,2,2005,38672
3,3,Southaven,Nottingham Estates,220413,339900,2944,2,1982,38671
2,4,Southaven,Deerchase,,289900,1945,2,2010,38672
2,4,Southaven,Deerchase,10018,289900,2000,2,2003,38672
2.5,3,Southaven,DeSoto,,385000,,2,2021,38672
3,5,Southaven,Silo Square,6098,425000,2450,2,2021,38672
2,3,Southaven,Deerchase,8712,300400,1700,1,2022,38672
2,3,Southaven,Deerchase,8712,292400,1700,1,2022,38672
2,3,Southaven,Deerchase,8712,282000,1700,1,2022,38672
2,4,Southaven,Deerchase,8712,310000,1820,1,2022,38672
2.5,3,Southaven,Silo Square,6098,405900,2370,1.5,2022,38672
2,4,Southaven,Deerchase,8712,342400,2169,1,2022,38672
2,4,Southaven,Deerchase,7840,322950,2030,1,2023,38672
2,4,Southaven,Deerchase,8712,315400,1930,1,2022,38672
3,3,Southaven,Silo Square,6534,384900,2126,2,2022,38672
3,3,Southaven,Silo Square,6534,386900,2153,2,2022,38672
2,3,Southaven,Silo Square,15245,433900,2403,2,2022,38672
3,3,Southaven,Silo Square,14810,490900,2745,2,2022,38672
2,4,Southaven,Deerchase,9147,349900,2169,1,2023,38672
2,4,Southaven,Deerchase,7405,324900,1820,1,2024,38672
2,4,Southaven,Deerchase,10018,288400,1820,1,2022,38672
2,4,Southaven,Deerchase,7405,313400,1820,1,2022,38672
2,4,Southaven,Deerchase,8276,318400,1930,1,2023,38672
2,4,Southaven,Deerchase,9147,323400,2030,1,2022,38672
2,4,Southaven,Deerchase,9583,323400,2030,1,2022,38672
2,4,Southaven,Deerchase,7840,320900,2030,1,2023,38672
2,4,Southaven,Deerchase,8276,311600,1820,1,2023,38672
2,4,Southaven,Deerchase,6969,326400,1820,1,2024,38672
2,3,Southaven,Deerchase,6969,308400,1700,1,2023,38672
2,3,Southaven,Deerchase,6969,310400,1700,1,2023,38672
3.5,4,Southaven,Silo Square,16117,499000,2841,2,2022,38672
2,4,Southaven,Deerchase,6969,302100,1665,1,2023,38672
2,4,Southaven,Deerchase,7405,322181,1820,1,2023,38672
2,4,Southaven,Deerchase,10018,338412,1930,1,2023,38672
2,4,Southaven,Deerchase,9147,331956,1820,1,2024,38672
2,4,Southaven,Deerchase,6969,334500,1820,1,2024,38672
2,4,Southaven,Deerchase,6969,338192,2030,1,2023,38672
2,4,Southaven,Deerchase,6969,318900,1665,1,2023,38672
3,4,Southaven,Deerchase,7840,359076,2200,1,2024,38672
3,4,Southaven,Deerchase,8712,359076,2200,1,2024,38672
2,4,Southaven,Deerchase,7405,347200,1930,1,2024,38672
,,Southaven,Unplatted Subdivision,93218,40000,,,,38672
,,Southaven,Metes And Bounds,93218,55000,,,,38671
2,3,Southaven,DeSoto,,150000,,2,1992,38671
2,3,Southaven,Greenbrook,9583,229900,1449,1,1974,38671
2,3,Southaven,Central Gardens,,264900,1467,1,2023,38671
2,3,Southaven,Central Gardens,,294900,1622,1,2023,38671
2,3,Southaven,Central Gardens,,259900,1421,1,2023,38671
2,2,Southaven,Central Gardens,,259900,1407,1,2024,38671
2,3,Southaven,Shelburne Estates,15245,285000,1911,1,2002,38672
4,5,Olive Branch,Whitten Place,74052,440000,4080,2,1989,38654
2,4,Southaven,Southern Trace,22651,310000,2153,1.5,2006,38672
3.5,6,Olive Branch,Whitten Place,69696,459900,3678,2,1993,38654
3,4,Olive Branch,Whitten Place,67518,335000,2111,1.5,1988,38654
2,3,Olive Branch,Summerwood,71874,299900,2644,1,1985,38654
2,3,Southaven,Dove Meadow,65340,350000,2228,2,1987,38672
2.5,4,Olive Branch,Whitten Place,69696,337000,2253,2,1987,38654
2,3,Southaven,Shelburne Estates,34412,224900,2149,2,2002,38672
2,4,Southaven,Shelburne Estates,34848,320000,2115,1.5,2003,38672
2,3,Olive Branch,Summerwood,67953,288000,1899,1,1988,38654
3,4,Olive Branch,Summerwood,65775,375000,2541,2,1987,38654
2.5,4,Olive Branch,Summerwood,69696,245000,2534,2,1990,38654
2,4,Olive Branch,Summerwood,65340,355900,2350,1,1985,38654
3,4,Olive Branch,Whitten Place,65340,418900,3000,2,1994,38654
3.5,4,Olive Branch,Whitten Place,69696,449900,3723,2,1989,38654
2,3,Southaven,Southern Trace,13939,289900,1754,1,2006,38672
2,4,Southaven,DeSoto,,270000,,2,2005,38671
3,3,Olive Branch,Summerwood,67082,339000,2120,1,1987,38654
2.5,3,Olive Branch,DeSoto,65775,291500,,1,1987,38671
2.5,3,Olive Branch,Summerwood,72309,300000,2389,1,1990,38654
2.5,4,Olive Branch,Whitten Place,67518,329000,2540,2,1993,38654
2.5,3,Olive Branch,Whitten Place,60112,249900,1976,1,1987,38654
2,3,Olive Branch,Cedar Hill,130680,309000,2276,1,1971,38654
3.5,6,Olive Branch,Whitten Place,69696,400000,3440,2,1987,38654
3,4,Olive Branch,Whitten Place,74052,304900,2298,2,1988,38654
2.5,3,Olive Branch,Whitten Place,87120,354900,1900,1.5,1990,38654
3,4,Southaven,Whitten Place,68389,374500,2651,2,1995,38654
4.5,5,Olive Branch,Whitten Place,65340,595000,4900,2,1995,38654
2,3,Southaven,Southern Trace,12196,269900,1668,1,2005,38672
,3,Olive Branch,,65340,300000,2032,1,1986,38654
,,Southaven,Metes And Bounds,133293,89900,,,,38672
3,4,Southaven,Southaven,20174,,2350,2,2004,38671
2,3,Southaven,Central Park,6969,164900,1346,1,2007,38671
2,4,Southaven,Summit Park,10018,281500,1973,2,2013,38672
2,4,Southaven,Summit Park,10018,215000,1953,,2013,38672
2,3,Southaven,Summit Park,10018,270000,1900,1.5,2006,38672
2.5,3,Southaven,Ansley Park,,299900,2226,2,2004,38672
2.5,4,Southaven,Ansley Park,8712,350000,2351,2,2004,38672
3,5,Southaven,Ansley Park,538140240,349997,2421,2,2004,38672
2,3,Southaven,Central Park,8712,155000,1416,,2006,38671
2,4,Southaven,Central Park Neighborhood,,199900,1827,,2007,38671
1,2,Southaven,Andrew Saulsberry,43560,75000,832,1,1971,38671
2,3,Southaven,Central Park Neighborhood,7840,255000,1408,1,2013,38671
2,3,Southaven,Ansley Park,,250000,2063,2,2006,38671
3,4,Southaven,Ansley Park,,239900,2384,2,2007,38672
2.5,4,Southaven,Rutland Pointe,9855,255000,2200,1,2007,38672
3,4,Southaven,Ansley Park,12196,290000,2170,2,2002,38672
3,4,Southaven,DeSoto,,215000,,2,2004,38671-0000
3,4,Southaven,Ansley Park,18295,295000,2266,2,2003,38672
3,4,Southaven,Ansley Park,,299000,2615,2,2004,38672
2.5,3,Southaven,Ansley Park,10018,249900,2518,2,2002,38672
2.5,4,Southaven,Central Park,7840,275000,2200,2,2007,38671
2,3,Southaven,Central Park Neighborhood,,237000,1359,1,2009,38671
2,3,Southaven,Central Park Neighborhood,7405,225000,1200,1,2012,38671
2,3,Southaven,Central Park Neighborhood,,172000,1430,1,2006,38671
2,4,Southaven,Central Park,11761,168000,1728,,2005,38671
3,4,Southaven,Ansley Park,15245,220000,2361,,2005,38672
2,3,Southaven,Summit Park,10018,250000,1919,2,2008,38672
3,4,Southaven,Ansley Park,10890,264900,2353,2,2007,38672
2.5,4,Southaven,Rutland Pointe,,300000,2394,2,2006,38672
3,4,Southaven,Ansley Park,13068,326500,2226,2,2004,38672
3,4,Southaven,Ansley Park,,258500,2497,2,2004,38671
3,4,Southaven,Ansley Park,,247000,2587,2,2004,38672
3,4,Southaven,Ansley Park,11761,339000,2266,1.5,2002,38672
2,4,Southaven,Central Park,52272,199500,1902,2,2006,38672
2,3,Southaven,Central Park Neighborhood,10454,170000,1312,1,2014,38671
2.5,5,Southaven,Ansley Park,,325000,3417,3,2004,38672
2,3,Southaven,Central Park,10454,208350,1668,1,2019,38671
2,4,Southaven,Central Park,9583,222200,1820,,2020,38672
2,3,Southaven,Central Park,10018,225000,1717,,2020,38672
2,4,Southaven,Central Park,10018,185900,1665,1,2019,38671
2,4,Southaven,Central Park,9147,220200,1820,,2020,38672
2,3,Southaven,Central Park,10018,230200,1717,,2020,38672
2,4,Southaven,Central Park,9583,185900,1665,1,2020,38671
2,3,Southaven,Central Park,15245,186900,1700,1,2019,38671
2,4,Southaven,Central Park,9147,223600,1820,,2020,38672
2,4,Southaven,Central Park,9583,220400,1665,,2020,38672
2,3,Southaven,Central Park,9583,231800,1700,,2020,38672
2,3,Southaven,Central Park,9583,189900,1700,,2020,38672
2,4,Southaven,Central Park,9147,196500,1665,,2020,38672
2,3,Southaven,Central Park,10890,199450,1425,1,2020,38671
2,3,Southaven,Central Park,11761,230200,1700,,2020,38672
2,4,Southaven,Central Park,10018,275000,1665,1,2020,38671
2,4,Southaven,Central Park,10018,235400,1820,,2021,38672
2,3,Southaven,Central Park,10454,274400,1700,,2021,38672
3,3,Southaven,Pinewood,10018,283900,1954,2,2022,38672
